prestation;gir;lieu;annee;age;nb;pop;prevalence;part;recale_gir;decomp6age;decomp8age
ASH;Ensemble;établissement;2016;[70,75);12232,4496468632660;2784330;4,39331891222063e-03;0,09964686331532990;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2016;[75,80);15043,8475488159311;2143146;7,01951595869620e-03;0,12254881595346888;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2016;[80,85);21278,6483381803264;1885428;1,12858450909716e-02;0,17333818030743681;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2016;[85,90);25691,4592854175353;1307890;1,96434404157976e-02;0,20928541753219781;FALSE;FALSE;TRUE
ASH;Ensemble;établissement;2016;[90,95);20945,8706273369498;632008;3,31417808434972e-02;0,17062733693394283;FALSE;FALSE;TRUE
ASH;Ensemble;établissement;2016;[95,Inf];11042,8649563771942;176808;6,24568173180919e-02;0,08995637723306990;FALSE;FALSE;TRUE
ASH;Ensemble;établissement;2017;[60,65);4881,2399999999998;4064964;1,20080768242966e-03;0,04000000000000000;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2017;[65,70);10982,7899999999991;3946197;2,78313272246672e-03;0,09000000000000000;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2017;[70,75);13423,4099999999999;3036205;4,42111451631230e-03;0,11000000000000000;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2017;[75,80);14643,7199999999993;2145296;6,82596713926656e-03;0,12000000000000000;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2017;[80,85);20745,2700000000004;1871322;1,10858900819848e-02;0,17000000000000001;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2017;[85,90);25626,5099999999984;1335278;1,91918911267916e-02;0,20999999999999999;FALSE;FALSE;TRUE
ASH;Ensemble;établissement;2017;[90,95);20745,2700000000004;638648;3,24831049341734e-02;0,17000000000000001;FALSE;FALSE;TRUE
ASH;Ensemble;établissement;2017;[95,Inf];10982,7899999999991;193852;5,66555413408167e-02;0,09000000000000000;FALSE;FALSE;TRUE
ASH;Ensemble;établissement;2018;[60,65);6107,7000000000007;4081517;1,49642890131292e-03;0,05000000000000000;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2018;[65,70);10993,8599999999988;3915876;2,80750973728484e-03;0,09000000000000000;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2018;[70,75);13436,9400000000005;3263563;4,11726079747809e-03;0,11000000000000000;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2018;[75,80);14658,4799999999996;2177629;6,73139455802618e-03;0,12000000000000000;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2018;[80,85);19544,6399999999994;1874296;1,04277232624943e-02;0,16000000000000000;FALSE;TRUE;TRUE
ASH;Ensemble;établissement;2018;[85,90);24430,8000000000029;1349741;1,81003614767574e-02;0,20000000000000001;FALSE;FALSE;TRUE
ASH;Ensemble;établissement;2018;[90,95);20766,1800000000003;656303;3,16411474578053e-02;0,17000000000000001;FALSE;FALSE;TRUE
ASH;Ensemble;établissement;2018;[95,Inf];12215,4000000000015;210365;5,80676443324698e-02;0,10000000000000001;FALSE;FALSE;TRUE
APAdom;Ensemble;domicile;2010;[60,65);13425,8492209187716;4106061;3,26976370319846e-03;0,01877894283832430;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2010;[65,70);28131,0010221290249;2682232;1,04879074674111e-02;0,03934726597080407;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2010;[70,75);53357,5946386859214;2429718;2,19604063676056e-02;0,07463209240791639;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2010;[75,80);114028,0000000000000;2267643;5,02848111453170e-02;0,15949272621295729;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2010;[80,85);178168,7500000000000;1809747;9,84495346587120e-02;0,24920738470774575;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2010;[85,Inf];327830,5000000000000;1679621;1,95181234337985e-01;0,45854158786225219;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2010;[60,65);8625,2436130756323;4106061;2,10061263412200e-03;0,07045899889085526;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2010;[65,70);8992,8125503927713;2682232;3,35273479340817e-03;0,07346164328080380;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2010;[70,75);13252,1228316708675;2429718;5,45418144478942e-03;0,10825564468494134;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2010;[75,80);18486,4728512520596;2267643;8,15228536910442e-03;0,15101467605478205;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2010;[80,85);23142,0000000000000;1809747;1,27874227723544e-02;0,18904534474368756;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2010;[85,Inf];49916,4228616185719;1679621;2,97188608987495e-02;0,40776369234493004;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2010;[60,65);8710,6462600512823;4106061;2,12141180076265e-03;0,01872070590310766;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2010;[65,70);12112,3959385204234;2682232;4,51578981181360e-03;0,02603166233336418;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2010;[70,75);20700,5203405865650;2429718;8,51972135885175e-03;0,04448904728397701;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2010;[75,80);46292,4000000000015;2267643;2,04143244770010e-02;0,09949048326339897;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2010;[80,85);85270,7648812800326;1809747;4,71175058620238e-02;0,18326182281061729;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2010;[85,Inf];292208,0272290274152;1679621;1,73972596930514e-01;0,62800627840553491;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2011;[60,65);12159,9174224310900;4121143;2,95061768602329e-03;0,01679038719286719;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2011;[65,70);29288,5655014948243;2966697;9,87244922602302e-03;0,04044158673204488;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2011;[70,75);52127,7895714278202;2370880;2,19866840883671e-02;0,07197793702102237;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2011;[75,80);107599,4220274697873;2253255;4,77528828416978e-02;0,14857304493180892;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2011;[80,85);180033,8860219976341;1832893;9,82238930597682e-02;0,24859039326777888;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2011;[85,Inf];343009,4194551792461;1758181;1,95093349009675e-01;0,47362665085447780;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2011;[60,65);7203,9300510266876;4121143;1,74804175711124e-03;0,05941182523354276;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2011;[65,70);9392,2845943080738;2966697;3,16590625679268e-03;0,07745949320832185;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2011;[70,75);12217,7833609909339;2370880;5,15326940249651e-03;0,10076177928477099;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2011;[75,80);17066,7000000000007;2253255;7,57424259571154e-03;0,14075147739237093;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2011;[80,85);22605,2414871932051;1832893;1,23330939052052e-02;0,18642860870196110;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2011;[85,Inf];52768,2051604899461;1758181;3,00129538201641e-02;0,43518681617903232;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2011;[60,65);8038,6210320359287;4121143;1,95058046567079e-03;0,01689630823076834;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2011;[65,70);12539,8683559539804;2966697;4,22687869908992e-03;0,02635744116697026;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2011;[70,75);20080,7297930392415;2370880;8,46973688800751e-03;0,04220751279725803;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2011;[75,80);41033,9970092298026;2253255;1,82109867765654e-02;0,08624900448040854;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2011;[80,85);88016,9222398883285;1832893;4,80207640270809e-02;0,18500200989224536;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2011;[85,Inf];306051,8400000000256;1758181;1,74072999310082e-01;0,64328772343234952;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2012;[60,65);12031,2014728910835;4119546;2,92051635614485e-03;0,01646506138937431;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2012;[65,70);31289,1785868286133;3232773;9,67874285847742e-03;0,04282018279022574;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2012;[70,75);51839,4704400517803;2370637;2,18673168604269e-02;0,07094387581417526;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2012;[75,80);104305,5536180336203;2228594;4,68033000259507e-02;0,14274529002305111;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2012;[80,85);177968,6782804487739;1864935;9,54288907015251e-02;0,24355549359520920;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2012;[85,Inf];353276,9176017455757;1821213;1,93978912736591e-01;0,48347009638796440;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2012;[60,65);7114,2244128866732;4119546;1,72694379742007e-03;0,05914029713888599;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2012;[65,70);9275,3288663710755;3232773;2,86915563399319e-03;0,07710548239446015;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2012;[70,75);12065,6436198647771;2370637;5,08962089930461e-03;0,10030127072715857;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2012;[75,80);16854,1800000000003;2228594;7,56269648038180e-03;0,14010820510901242;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2012;[80,85);22873,5299999999988;1864935;1,22650548142429e-02;0,19014684979080257;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2012;[85,Inf];52111,1186141331564;1821213;2,86134123873117e-02;0,43319789483968035;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2012;[60,65);8361,0901172759077;4119546;2,02961445685420e-03;0,01710219094613467;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2012;[65,70);14009,4709965022848;3232773;4,33357708583383e-03;0,02865567105196785;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2012;[70,75);19874,0578423976440;2370637;8,38342514792338e-03;0,04065138963075163;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2012;[75,80);44332,0199999999968;2228594;1,98923716029030e-02;0,09067892588566895;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2012;[80,85);87063,4402030036727;1864935;4,66844368318487e-02;0,17808390507627539;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2012;[85,Inf];315249,9199999999837;1821213;1,73098874211858e-01;0,64482791740920142;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2013;[60,65);11673,0159506219970;4096081;2,84980105389078e-03;0,01593945428896257;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2013;[65,70);32081,6229078801007;3481510;9,21485875608001e-03;0,04380732143423836;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2013;[70,75);50034,2347030642268;2403400;2,08181054768512e-02;0,06832153749350621;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2013;[75,80);100429,7586634620529;2229429;4,50473007498611e-02;0,13713641395157156;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2013;[80,85);176605,8576223474520;1875053;9,41871283757566e-02;0,24115455736907832;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2013;[85,Inf];361510,2399999999907;1889685;1,91307143783223e-01;0,49364071546264304;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2013;[60,65);8500,0300000000007;4096081;2,07516159958751e-03;0,06986692699668247;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2013;[65,70);9761,3218845941010;3481510;2,80376097859667e-03;0,08023425370287574;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2013;[70,75);11112,8895301532884;2403400;4,62382022557764e-03;0,09134361190788934;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2013;[75,80);17000,0600000000013;2229429;7,62529777804092e-03;0,13973385399336494;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2013;[80,85);23071,5100000000020;1875053;1,23044575273339e-02;0,18963880184813811;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2013;[85,Inf];52214,4700000000012;1889685;2,76313089218573e-02;0,42918255155104940;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2013;[60,65);8694,3134717951034;4096081;2,12259314984130e-03;0,01726233569564090;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2013;[65,70);15240,9742891490823;3481510;4,37769079771395e-03;0,03026056230447860;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2013;[70,75);19904,2574671723341;2403400;8,28170819138401e-03;0,03951939106928180;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2013;[75,80);40233,3621105347556;2229429;1,80464872891376e-02;0,07988230527567269;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2013;[80,85);85367,5203873566061;1875053;4,55280572801711e-02;0,16949501524319399;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2013;[85,Inf];334217,5722739921184;1889685;1,76864171686811e-01;0,66358039041173200;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2014;[60,65);2210,2300000000000;4081728;5,41493700707151e-04;0,11000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2014;[65,70);3013,9499999999998;3709373;8,12522763281018e-04;0,14999999999999999;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2014;[70,75);2612,0900000000001;2446482;1,06769230266154e-03;0,13000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2014;[75,80);3415,8100000000004;2216875;1,54082210318579e-03;0,17000000000000001;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2014;[80,85);3817,6700000000001;1894538;2,01509286168976e-03;0,19000000000000000;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2014;[85,Inf];5023,2500000000000;1960401;2,56235841544664e-03;0,25000000000000000;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2014;[60,65);11148,5896414264971;4081728;2,73134065803172e-03;0,01504825450752440;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2014;[65,70);33345,5248027383277;3709373;8,98953133123531e-03;0,04500945501249681;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2014;[70,75);50023,5606493622836;2446482;2,04471402811720e-02;0,06752130056227161;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2014;[75,80);96636,3488579407131;2216875;4,35912484276022e-02;0,13043877468487902;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2014;[80,85);172883,4383144082967;1894538;9,12536134479268e-02;0,23335633147927307;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2014;[85,Inf];376818,5377341237618;1960401;1,92215030360688e-01;0,50862588375355511;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2014;[60,65);6036,1000000000004;4081728;1,47880995499945e-03;0,05000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2014;[65,70);10864,9799999999996;3709373;2,92906105694952e-03;0,09000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2014;[70,75);10864,9799999999996;2446482;4,44106271781276e-03;0,09000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2014;[75,80);15693,8600000000006;2216875;7,07927149703975e-03;0,13000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2014;[80,85);22937,1800000000003;1894538;1,21070044517450e-02;0,19000000000000000;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2014;[85,Inf];54324,9000000000015;1960401;2,77111162461150e-02;0,45000000000000001;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2014;[60,65);8717,5044398592581;4081728;2,13573869690956e-03;0,01707958276243231;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2014;[65,70);16588,5805384192863;3709373;4,47207130111188e-03;0,03250081903276672;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2014;[70,75);19758,4882671202795;2446482;8,07628597599340e-03;0,03871139245720613;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2014;[75,80);39539,3492931122382;2216875;1,78356241525175e-02;0,07746661826022917;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2014;[80,85);84164,6999840775825;1894538;4,44249204735284e-02;0,16489787518554413;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2014;[85,Inf];341636,3774774109479;1960401;1,74268620286059e-01;0,66934371230182155;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2015;[60,65);2518,2038097609652;4055390;6,20952315254751e-04;0,12935756972111601;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2015;[65,70);3301,0525398406307;3937310;8,38403006072834e-04;0,16957171314741001;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2015;[70,75);2668,4719870518002;2520074;1,05888636089726e-03;0,13707669322709201;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2015;[75,80);3185,9277265936175;2194421;1,45183067724635e-03;0,16365786852589601;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2015;[80,85);3401,6352714143413;1881130;1,80829356366351e-03;0,17473854581673301;FALSE;TRUE;FALSE
AidesMenag;Ensemble;domicile;2015;[85,Inf];4391,7086653386459;2027059;2,16654210130965e-03;0,22559760956175301;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2015;[60,65);12340,9790188494135;4055390;3,04310535333209e-03;0,01650631446026949;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2015;[65,70);35953,7322624434746;3937310;9,13154723972547e-03;0,04808885987390318;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2015;[70,75);52598,6025761162309;2520074;2,08718484362428e-02;0,07035171787959667;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2015;[75,80);96395,4241605418501;2194421;4,39274980327575e-02;0,12893087179669394;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2015;[80,85);171346,3216268526157;1881130;9,10869113920104e-02;0,22917924599526590;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2015;[85,Inf];379016,9403551967116;2027059;1,86978741297218e-01;0,50694298999427079;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2015;[60,65);5834,7828284921088;4055390;1,43877230759362e-03;0,04792193262337877;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2015;[65,70);10965,7591679443067;3937310;2,78508910092025e-03;0,09006339866572736;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2015;[70,75);11432,4408900675462;2520074;4,53654967674265e-03;0,09389632453486925;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2015;[75,80);15829,3394936394325;2194421;7,21344696101588e-03;0,13000870177764895;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2015;[80,85);22056,3872291053813;1881130;1,17250733490537e-02;0,18115236398292792;FALSE;TRUE;FALSE
ASH;Ensemble;établissement;2015;[85,Inf];55637,2903907512809;2027059;2,74472969907394e-02;0,45695727841544775;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2015;[60,65);8581,6021501790547;4055390;2,11609787225866e-03;0,01658652403278621;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2015;[65,70);17246,0183138701177;3937310;4,38015251881872e-03;0,03333311102366932;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2015;[70,75);20317,0379816060886;2520074;8,06207991575092e-03;0,03926877905309421;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2015;[75,80);38335,9870882547111;2194421;1,74697503752720e-02;0,07409581101900084;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2015;[80,85);80498,6717175420781;1881130;4,27927212460288e-02;0,15558786456006007;FALSE;TRUE;FALSE
APAetab;Ensemble;établissement;2015;[85,Inf];352404,6827485476970;2027059;1,73850234624916e-01;0,68112791031138931;FALSE;TRUE;FALSE
APAdom;Ensemble;domicile;2016;[60,65);11317,6332153775256;4064409;2,78457045424747e-03;0,01494025712038599;FALSE;TRUE;TRUE
APAdom;Ensemble;domicile;2016;[65,70);34860,5663762764671;3951340;8,82246690395574e-03;0,04601897014264387;FALSE;TRUE;TRUE
APAdom;Ensemble;domicile;2016;[70,75);54681,3696610199913;2784330;1,96389686786480e-02;0,07218414900745314;FALSE;TRUE;TRUE
APAdom;Ensemble;domicile;2016;[75,80);90843,4678961544996;2143146;4,23879044620173e-02;0,11992125405088991;FALSE;TRUE;TRUE
APAdom;Ensemble;domicile;2016;[80,85);165128,9148626490496;1885428;8,75816604307611e-02;0,21798448483966085;FALSE;TRUE;TRUE
APAdom;Ensemble;domicile;2016;[85,90);206736,9867252555268;1307890;1,58069093521057e-01;0,27291074725521680;FALSE;FALSE;TRUE
APAdom;Ensemble;domicile;2016;[90,95);144856,9015409775311;632008;2,29201056855257e-01;0,19122366960470982;FALSE;FALSE;TRUE
APAdom;Ensemble;domicile;2016;[95,Inf];49100,1597222900236;176808;2,77703269774501e-01;0,06481646797903964;FALSE;FALSE;TRUE
APAetab;Ensemble;établissement;2016;[60,65);7236,2395594998961;4064409;1,78039157956296e-03;0,01370300081143449;FALSE;TRUE;TRUE
APAetab;Ensemble;établissement;2016;[65,70);16394,1144444169586;3951340;4,14900121083404e-03;0,03104493178914618;FALSE;TRUE;TRUE
APAetab;Ensemble;établissement;2016;[70,75);21394,0247313712534;2784330;7,68372453386317e-03;0,04051307807643817;FALSE;TRUE;TRUE
APAetab;Ensemble;établissement;2016;[75,80);36246,8582949895426;2143146;1,69129206759547e-02;0,06863934292724265;FALSE;TRUE;TRUE
APAetab;Ensemble;établissement;2016;[80,85);75904,7434671559313;1885428;4,02586274666314e-02;0,14373802204442890;FALSE;TRUE;TRUE
APAetab;Ensemble;établissement;2016;[85,90);140284,5201544082083;1307890;1,07260182549303e-01;0,26565163821641186;FALSE;FALSE;TRUE
APAetab;Ensemble;établissement;2016;[90,95);149319,1473861566337;632008;2,36261483060589e-01;0,28276017964455286;FALSE;FALSE;TRUE
APAetab;Ensemble;établissement;2016;[95,Inf];81297,3519620019215;176808;4,59805845674415e-01;0,15394980649034490;FALSE;FALSE;TRUE
APAdom;Ensemble;domicile;2017;[60,65);11721,9988568908157;4064964;2,88366609320299e-03;0,01523845527247851;FALSE;TRUE;TRUE
