prestation;gir;lieu;annee;age;nb;pop;prevalence;part;recale_gir;decomp6age;decomp8age
APAetab;GIR4;établissement;2015;[60,65);2884,5846677690129;4055390;7,11296488813409e-04;0,02440302091063867;FALSE;TRUE;FALSE
APAdom;GIR1;domicile;2015;[65,70);591,9152680939603;3937310;1,50334941392463e-04;0,03427104264344720;FALSE;TRUE;FALSE
APAdom;GIR2;domicile;2015;[65,70);4998,4745813593772;3937310;1,26951512107489e-03;0,04030333479871884;FALSE;TRUE;FALSE
APAdom;GIR3;domicile;2015;[65,70);7173,2645861792862;3937310;1,82186939463219e-03;0,04289399484072230;FALSE;TRUE;FALSE
APAdom;GIR4;domicile;2015;[65,70);25340,8448539874153;3937310;6,43608068808080e-03;0,05770736848211782;FALSE;TRUE;FALSE
APAetab;GIR1;établissement;2015;[65,70);2453,1381377555672;3937310;6,23049274188613e-04;0,02699034981905911;FALSE;TRUE;FALSE
APAetab;GIR2;établissement;2015;[65,70);6327,6471081055124;3937310;1,60709903667873e-03;0,02945917532998481;FALSE;TRUE;FALSE
APAetab;GIR3;établissement;2015;[65,70);3630,1351211168585;3937310;9,21983567744693e-04;0,03882716049382716;FALSE;TRUE;FALSE
APAetab;GIR4;établissement;2015;[65,70);5149,9382798452152;3937310;1,30798394839248e-03;0,04356746845942289;FALSE;TRUE;FALSE
APAdom;GIR1;domicile;2015;[70,75);979,4558833606900;2520074;3,88661556510122e-04;0,05670908684974325;FALSE;TRUE;FALSE
APAdom;GIR2;domicile;2015;[70,75);8355,4555623736214;2520074;3,31555960752487e-03;0,06737109841110343;FALSE;TRUE;FALSE
APAdom;GIR3;domicile;2015;[70,75);10762,9066406337588;2520074;4,27086928424870e-03;0,06435898974143620;FALSE;TRUE;FALSE
APAdom;GIR4;domicile;2015;[70,75);34876,8317086503521;2520074;1,38396061816639e-02;0,07942316803155849;FALSE;TRUE;FALSE
APAetab;GIR1;établissement;2015;[70,75);2939,6543606065316;2520074;1,16649525395148e-03;0,03234318455971050;FALSE;TRUE;FALSE
APAetab;GIR2;établissement;2015;[70,75);8214,3999333613992;2520074;3,25958679521371e-03;0,03824319588833081;FALSE;TRUE;FALSE
APAetab;GIR3;établissement;2015;[70,75);3837,9012011807804;2520074;1,52293194611777e-03;0,04104938271604938;FALSE;TRUE;FALSE
APAetab;GIR4;établissement;2015;[70,75);5351,1883729453784;2520074;2,12342509503506e-03;0,04527000480202558;FALSE;TRUE;FALSE
APAdom;GIR1;domicile;2015;[75,80);2117,0129132481052;2194421;9,64725051960451e-04;0,12257200267916944;FALSE;TRUE;FALSE
APAdom;GIR2;domicile;2015;[75,80);15733,4143425725597;2194421;7,16973376693559e-03;0,12686051623437794;FALSE;TRUE;FALSE
APAdom;GIR3;domicile;2015;[75,80);19561,4423638214976;2194421;8,91417023616776e-03;0,11697162397264382;FALSE;TRUE;FALSE
APAdom;GIR4;domicile;2015;[75,80);61799,2238036715862;2194421;2,81619724764171e-02;0,14073211057074073;FALSE;TRUE;FALSE
APAetab;GIR1;établissement;2015;[75,80);6475,4624027346663;2194421;2,95087515236806e-03;0,07124547647768395;FALSE;TRUE;FALSE
APAetab;GIR2;établissement;2015;[75,80);17025,9370640777197;2194421;7,75873775546156e-03;0,07926644083635090;FALSE;TRUE;FALSE
APAetab;GIR3;établissement;2015;[75,80);6654,2858420472785;2194421;3,03236518518884e-03;0,07117283950617284;FALSE;TRUE;FALSE
APAetab;GIR4;établissement;2015;[75,80);8746,6386616609616;2194421;3,98585260606828e-03;0,07399484873619419;FALSE;TRUE;FALSE
APAdom;GIR1;domicile;2015;[80,85);3854,1974622795651;1881130;2,04887352935712e-03;0,22315248939495422;FALSE;TRUE;FALSE
APAdom;GIR2;domicile;2015;[80,85);26382,6770949895581;1881130;1,40249090147887e-02;0,21272687307668153;FALSE;TRUE;FALSE
APAdom;GIR3;domicile;2015;[80,85);36010,7914764082889;1881130;1,91431700501338e-02;0,21533385326054352;FALSE;TRUE;FALSE
APAdom;GIR4;domicile;2015;[80,85);104337,5373819743108;1881130;5,54653518799734e-02;0,23760236688678968;FALSE;TRUE;FALSE
APAetab;GIR1;établissement;2015;[80,85);13875,9908630028585;1881130;7,37641250897219e-03;0,15266887816646563;FALSE;TRUE;FALSE
APAetab;GIR2;établissement;2015;[80,85);35311,3819982065761;1881130;1,87713672091810e-02;0,16439668263053381;FALSE;TRUE;FALSE
APAetab;GIR3;établissement;2015;[80,85);13937,6412042880984;1881130;7,40918554501183e-03;0,14907407407407408;FALSE;TRUE;FALSE
APAetab;GIR4;établissement;2015;[80,85);17173,3412778806378;1881130;9,12926872564928e-03;0,14528310123543023;FALSE;TRUE;FALSE
APAdom;GIR1;domicile;2015;[85,Inf];9611,3928711674016;2027059;4,74154569312852e-03;0,55648582272828762;FALSE;TRUE;FALSE
APAdom;GIR2;domicile;2015;[85,Inf];67159,0916677385685;2027059;3,31312959651093e-02;0,54151227783709099;FALSE;TRUE;FALSE
APAdom;GIR3;domicile;2015;[85,Inf];91560,9537332959881;2027059;4,51693580370853e-02;0,54750734897114406;FALSE;TRUE;FALSE
APAdom;GIR4;domicile;2015;[85,Inf];203743,6194070069469;2027059;1,00511933499226e-01;0,46397459077416919;FALSE;TRUE;FALSE
APAetab;GIR1;établissement;2015;[85,Inf];64151,6180046581503;2027059;3,16476323603103e-02;0,70582026537997589;FALSE;TRUE;FALSE
APAetab;GIR2;établissement;2015;[85,Inf];145325,1291814779979;2027059;7,16925995649253e-02;0,67657983880387806;FALSE;TRUE;FALSE
APAetab;GIR3;établissement;2015;[85,Inf];63859,2132196471212;2027059;3,15033816083533e-02;0,68302469135802468;FALSE;TRUE;FALSE
APAetab;GIR4;établissement;2015;[85,Inf];78900,3570128590509;2027059;3,89235621720231e-02;0,66748155585628843;FALSE;TRUE;FALSE
APAdom;GIR1;domicile;2016;[60,65);92,1564269801542;4064409;2,26740042599439e-05;0,00512853804206726;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2016;[60,65);1112,8780804438682;4064409;2,73810554115953e-04;0,00886087374416564;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2016;[60,65);1852,5693825943281;4064409;4,55802893506615e-04;0,01091364535189353;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2016;[60,65);8209,7199036147613;4064409;2,01990496124154e-03;0,01848145032340680;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2016;[60,65);903,1606596423618;4064409;2,22212050913764e-04;0,01044921101231829;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2016;[60,65);2441,7999189991679;4064409;6,00776132273885e-04;0,01084801364426738;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2016;[60,65);1405,9788154497605;4064409;3,45924540431281e-04;0,01511077270213089;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2016;[60,65);2375,6456312454734;4064409;5,84499648348745e-04;0,01923491845038082;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2016;[65,70);452,5778123398684;3951340;1,14537805488738e-04;0,02518611673259025;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2016;[65,70);4631,3785319486551;3951340;1,17210326925768e-03;0,03687561212156173;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2016;[65,70);6294,3196465319506;3951340;1,59295824872877e-03;0,03708037766310639;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2016;[65,70);23375,8376564920436;3951340;5,91592666196583e-03;0,05262291375205876;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2016;[65,70);2079,2980769825926;3951340;5,26226059256504e-04;0,02405665496159048;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2016;[65,70);5949,9383050434662;3951340;1,50580266568897e-03;0,02643337458300679;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2016;[65,70);3229,8537438075996;3951340;8,17407194472660e-04;0,03471288845002309;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2016;[65,70);4837,7735716479347;3951340;1,22433745808964e-03;0,03917005924964925;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2016;[70,75);987,8255024236809;2784330;3,54780325041816e-04;0,05497284165753337;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2016;[70,75);8362,6418720842648;2784330;3,00346649717679e-03;0,06658439509084137;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2016;[70,75);10440,0051373152455;2784330;3,74955739345381e-03;0,06150296696636873;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2016;[70,75);34758,4492024952924;2784330;1,24835954080498e-02;0,07824707295698737;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2016;[70,75);3072,9816399442311;2784330;1,10367005345783e-03;0,03555318010139233;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2016;[70,75);8677,2187700676786;2784330;3,11644768043575e-03;0,03854967267365990;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2016;[70,75);3769,5185182298978;2784330;1,35383324470515e-03;0,04051294151770281;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2016;[70,75);5564,5244918072467;2784330;1,99851472052783e-03;0,04505435213371666;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2016;[75,80);1995,5978243285429;2143146;9,31153465199544e-04;0,11105573093604836;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2016;[75,80);14472,9288601186290;2143146;6,75312314705514e-03;0,11523526035004036;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2016;[75,80);17698,0926298738377;2143146;8,25799671598381e-03;0,10426098378939876;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2016;[75,80);56698,9851328208460;2143146;2,64559601318906e-02;0,12763888286352196;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2016;[75,80);5722,1312011153204;2143146;2,66996798216982e-03;0,06620279096777859;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2016;[75,80);16214,2722288614423;2143146;7,56564052512589e-03;0,07203401269775146;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2016;[75,80);6301,0662643712512;2143146;2,94010126438948e-03;0,06772077861750771;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2016;[75,80);7811,2141141232887;2143146;3,64474194204375e-03;0,06324515092129079;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2016;[80,85);3665,4618691427422;1885428;1,94410068649810e-03;0,20398426082310847;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2016;[80,85);25318,3109865651204;1885428;1,34284157159887e-02;0,20158754225619852;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2016;[80,85);34323,8541389972161;1885428;1,82048076823921e-02;0,20220477284286800;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2016;[80,85);102395,0340652900341;1885428;5,43086418920744e-02;0,23050831912157838;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2016;[80,85);12201,3141313154592;1885428;6,47137633010407e-03;0,14116437050765926;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2016;[80,85);34170,5588657907501;1885428;1,81235023908581e-02;0,15180715091524499;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2016;[80,85);12904,4062021718892;1885428;6,84428480014718e-03;0,13869024684743214;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2016;[80,85);16655,3452623774792;1885428;8,83372118287067e-03;0,13485353357049756;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2016;[85,90);4715,2295248611126;1307890;3,60521873006225e-03;0,26240420541191961;FALSE;FALSE;TRUE
APAdom;GIR2;domicile;2016;[85,90);34115,0462551250530;1307890;2,60840332559505e-02;0,27162824298099825;FALSE;FALSE;TRUE
APAdom;GIR3;domicile;2016;[85,90);49436,0162849811240;1307890;3,77982982398987e-02;0,29123181804352505;FALSE;FALSE;TRUE
APAdom;GIR4;domicile;2016;[85,90);125204,7700391436665;1307890;9,57303519708413e-02;0,28185684346102485;FALSE;FALSE;TRUE
APAetab;GIR1;établissement;2016;[85,90);22627,0152276847475;1307890;1,73003962318580e-02;0,26178560167428205;FALSE;FALSE;TRUE
APAetab;GIR2;établissement;2016;[85,90);62018,3099771808702;1307890;4,74185978768710e-02;0,27552440623497748;FALSE;FALSE;TRUE
APAetab;GIR3;établissement;2016;[85,90);24905,6549165927972;1307890;1,90426220221829e-02;0,26767379871364083;FALSE;FALSE;TRUE
APAetab;GIR4;établissement;2016;[85,90);32839,7002586727031;1307890;2,51089160852004e-02;0,26589359460962869;FALSE;FALSE;TRUE
APAdom;GIR1;domicile;2016;[90,95);3936,8408065902063;632008;6,22909964207764e-03;0,21908659551773405;FALSE;FALSE;TRUE
APAdom;GIR2;domicile;2016;[90,95);26023,4357720055959;632008;4,11758012113859e-02;0,20720183353164348;FALSE;FALSE;TRUE
APAdom;GIR3;domicile;2016;[90,95);36510,7429723899768;632008;5,77694316723680e-02;0,21508792279444588;FALSE;FALSE;TRUE
APAdom;GIR4;domicile;2016;[90,95);73506,2094140072440;632008;1,16305821151010e-01;0,16547475111163787;FALSE;FALSE;TRUE
APAetab;GIR1;établissement;2016;[90,95);24503,9415423259961;632008;3,87715686230649e-02;0,28350089552247243;FALSE;FALSE;TRUE
APAetab;GIR2;établissement;2016;[90,95);61564,7771188246988;632008;9,74113889679002e-02;0,27350952753943392;FALSE;FALSE;TRUE
APAetab;GIR3;établissement;2016;[90,95);26361,8741004739204;632008;4,17112981172294e-02;0,28332453032517735;FALSE;FALSE;TRUE
APAetab;GIR4;établissement;2016;[90,95);35892,4141088093456;632008;5,67910756015894e-02;0,29061053942136061;FALSE;FALSE;TRUE
APAdom;GIR1;domicile;2016;[95,Inf];2123,6469574124476;176808;1,20110343277026e-02;0,11818171087899862;FALSE;FALSE;TRUE
APAdom;GIR2;domicile;2016;[95,Inf];11558,0007338592677;176808;6,53703493838473e-02;0,09202623992455065;FALSE;FALSE;TRUE
APAdom;GIR3;domicile;2016;[95,Inf];13192,3916891402678;176808;7,46142238424747e-02;0,07771751254839360;FALSE;FALSE;TRUE
APAdom;GIR4;domicile;2016;[95,Inf];20065,0448880829790;176808;1,13484937831337e-01;0,04516976640978400;FALSE;FALSE;TRUE
APAetab;GIR1;établissement;2016;[95,Inf];15323,5407283577788;176808;8,66676888396327e-02;0,17728729525250655;FALSE;FALSE;TRUE
APAetab;GIR2;établissement;2016;[95,Inf];34055,0171258149348;176808;1,92610159754168e-01;0,15129384171165811;FALSE;FALSE;TRUE
APAetab;GIR3;établissement;2016;[95,Inf];14166,4468786755733;176808;8,01233364931201e-02;0,15225404282638522;FALSE;FALSE;TRUE
APAetab;GIR4;établissement;2016;[95,Inf];17530,3076035924169;176808;9,91488371770079e-02;0,14193785164347561;FALSE;FALSE;TRUE
APAdom;GIR1;domicile;2017;[60,65);90,2038552565282;4064964;2,21905668184339e-05;0,00487194680360787;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2017;[60,65);1187,6412941022008;4064964;2,92165267417424e-04;0,00910256867006306;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2017;[60,65);1928,6788218134968;4064964;4,74463936658110e-04;0,01113608023312417;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2017;[60,65);8400,6627197202379;4064964;2,06660199689843e-03;0,01879099270535997;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2017;[60,65);925,5487846254944;4064964;2,27689294327205e-04;0,01070003627130939;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2017;[60,65);2717,8938466484369;4064964;6,68614493670408e-04;0,01163691018400437;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2017;[60,65);1448,5241447927617;4064964;3,56343658835050e-04;0,01526810057558316;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2017;[60,65);2502,9738881385242;4064964;6,15743186935610e-04;0,01984144175367153;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2017;[65,70);449,8003052656611;3946197;1,13983236332515e-04;0,02429389689907170;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2017;[65,70);4858,6382100208439;3946197;1,23122039016827e-03;0,03723859061598205;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2017;[65,70);6542,4943266906948;3946197;1,65792390159201e-03;0,03777598474290325;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2017;[65,70);23506,2022064221528;3946197;5,95667226102046e-03;0,05257976530288613;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2017;[65,70);2423,6828343159127;3946197;6,14181915985419e-04;0,02801958650707290;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2017;[65,70);6403,8046797743991;3946197;1,62277876136807e-03;0,02741847331025688;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2017;[65,70);2845,3152844143533;3946197;7,21027177410138e-04;0,02999091184489549;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2017;[65,70);4721,7673348290064;3946197;1,19653614222225e-03;0,03743014339557250;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2017;[70,75);1053,1909586708164;3036205;3,46877420553229e-04;0,05688327078807032;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2017;[70,75);9001,4378318157032;3036205;2,96470028598718e-03;0,06899070148562471;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2017;[70,75);11173,6332940392713;3036205;3,68013137915235e-03;0,06451591392543495;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2017;[70,75);37099,7131479732343;3036205;1,22191067954809e-02;0,08298636219473517;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2017;[70,75);3231,5771124212174;3036205;1,06434747074760e-03;0,03735944867609721;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2017;[70,75);10153,5408087120650;3036205;3,34415522295499e-03;0,04347331025687739;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2017;[70,75);4408,8016629208259;3036205;1,45207641213977e-03;0,04647076643441381;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2017;[70,75);6038,8343807708943;3036205;1,98894158357914e-03;0,04787072737512455;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2017;[75,80);2022,2729171700048;2145296;9,42654494843604e-04;0,10922378036737113;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2017;[75,80);14467,8415964504911;2145296;6,74398385884768e-03;0,11088745591221633;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2017;[75,80);17842,0114480219854;2145296;8,31680637451521e-03;0,10301874462367386;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2017;[75,80);55345,0088334579850;2145296;2,57983088736743e-02;0,12379828734538535;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2017;[75,80);5670,9472142731556;2145296;2,64343345359948e-03;0,06556039173014146;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2017;[75,80);16658,4022068549966;2145296;7,76508332969203e-03;0,07132446711605028;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2017;[75,80);6161,9757270549235;2145296;2,87231958995632e-03;0,06495001514692518;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2017;[75,80);7984,3774029921042;2145296;3,72180687559764e-03;0,06329333275570766;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2017;[80,85);3839,7587034873509;1871322;2,05189630832500e-03;0,20738692474817302;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2017;[80,85);25536,6119744577918;1871322;1,36462949585682e-02;0,19572303965228544;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2017;[80,85);33898,5513639938654;1871322;1,81147613099156e-02;0,19572827964231176;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2017;[80,85);100376,9167423012696;1871322;5,36395749861869e-02;0,22452775134792261;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2017;[80,85);11710,5452156429055;1871322;6,25789961088626e-03;0,13538266231410953;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2017;[80,85);34290,1401748384960;1871322;1,83240191558901e-02;0,14681635999271270;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2017;[80,85);12582,6164799656945;1871322;6,72391842770282e-03;0,13262647682520448;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2017;[80,85);15744,6894579194068;1871322;8,41367196982636e-03;0,12481046657713468;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2017;[85,90);4903,9204013109875;1335278;3,67258383745631e-03;0,26486272960695240;FALSE;FALSE;TRUE
APAdom;GIR2;domicile;2017;[85,90);34400,9248819055283;1335278;2,57631181536021e-02;0,26366275962805941;FALSE;FALSE;TRUE
APAdom;GIR3;domicile;2017;[85,90);48489,5263548871080;1335278;3,63141805338567e-02;0,27997572734607867;FALSE;FALSE;TRUE
APAdom;GIR4;domicile;2017;[85,90);123804,8519047508889;1335278;9,27184091288487e-02;0,27693244529019984;FALSE;FALSE;TRUE
APAetab;GIR1;établissement;2017;[85,90);21938,6436491314198;1335278;1,64300195533300e-02;0,25362713093942690;FALSE;FALSE;TRUE
APAetab;GIR2;établissement;2017;[85,90);61011,6640213389765;1335278;4,56921060792876e-02;0,26122699945345235;FALSE;FALSE;TRUE
APAetab;GIR3;établissement;2017;[85,90);24423,7265524779541;1335278;1,82911173197476e-02;0,25743714026052711;FALSE;FALSE;TRUE
APAetab;GIR4;établissement;2017;[85,90);32429,3603760131045;1335278;2,42865982784208e-02;0,25707230429320277;FALSE;FALSE;TRUE
APAdom;GIR1;domicile;2017;[90,95);3893,3934282344758;638648;6,09630567735979e-03;0,21028375798275067;FALSE;FALSE;TRUE
APAdom;GIR2;domicile;2017;[90,95);28052,5057139208693;638648;4,39248313843007e-02;0,21500587837115678;FALSE;FALSE;TRUE
APAdom;GIR3;domicile;2017;[90,95);38760,6698309608255;638648;6,06917579495447e-02;0,22380187112821162;FALSE;FALSE;TRUE
APAdom;GIR4;domicile;2017;[90,95);76794,7161018767947;638648;1,20245763083697e-01;0,17177798921661910;FALSE;FALSE;TRUE
APAetab;GIR1;établissement;2017;[90,95);23468,1522338938921;638648;3,67466150898365e-02;0,27130939426913314;FALSE;FALSE;TRUE
APAetab;GIR2;établissement;2017;[90,95);63809,3394877520477;638648;9,99131594990543e-02;0,27320550191291676;FALSE;FALSE;TRUE
APAetab;GIR3;établissement;2017;[90,95);26826,4372370945202;638648;4,20050438380681e-02;0,28276279915177222;FALSE;FALSE;TRUE
APAetab;GIR4;établissement;2017;[90,95);36145,5661487951947;638648;5,65970082874998e-02;0,28653121344712557;FALSE;FALSE;TRUE
APAdom;GIR1;domicile;2017;[95,Inf];2262,4102075150868;193852;1,16708117920635e-02;0,12219369280400290;FALSE;FALSE;TRUE
APAdom;GIR2;domicile;2017;[95,Inf];12967,6019578145388;193852;6,68943418577809e-02;0,09938900566461220;FALSE;FALSE;TRUE
APAdom;GIR3;domicile;2017;[95,Inf];14556,3280659504871;193852;7,50899039780373e-02;0,08404739835826171;FALSE;FALSE;TRUE
APAdom;GIR4;domicile;2017;[95,Inf];21729,8805997408272;193852;1,12095209746306e-01;0,04860640659689185;FALSE;FALSE;TRUE
APAetab;GIR1;établissement;2017;[95,Inf];17130,4961493396586;193852;8,83689420245324e-02;0,19804134929270947;FALSE;FALSE;TRUE
APAetab;GIR2;établissement;2017;[95,Inf];38513,2472477129777;193852;1,98673458348188e-01;0,16489797777372928;FALSE;FALSE;TRUE
APAetab;GIR3;établissement;2017;[95,Inf];16175,1862835191714;193852;8,34409048321357e-02;0,17049378976067858;FALSE;FALSE;TRUE
APAetab;GIR4;établissement;2017;[95,Inf];20581,2219710255085;193852;1,06169768540049e-01;0,16315037040246069;FALSE;FALSE;TRUE
APAdom;GIR1;domicile;2018;[60,65);91,2057334879709;4081517;2,23460378795362e-05;0,00479212537236109;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2018;[60,65);1221,9674428604460;4081517;2,99390506730817e-04;0,00914809443304985;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2018;[60,65);2052,3872852817831;4081517;5,02849133124224e-04;0,01182760855476345;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2018;[60,65);8617,2083649423330;4081517;2,11127587241272e-03;0,01913054950854278;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2018;[60,65);1015,2895781555951;4081517;2,48752995064236e-04;0,01216886642328934;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2018;[60,65);2992,9691723949027;4081517;7,33298225241963e-04;0,01265728722877242;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2018;[60,65);1505,4170788024578;4081517;3,68837635320999e-04;0,01546721206698198;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2018;[60,65);2602,1468532046711;4081517;6,37544043845627e-04;0,02000190949016612;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2018;[65,70);512,7241233918364;3915876;1,30934718921599e-04;0,02693951560678669;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2018;[65,70);5035,7438803808054;3915876;1,28598144588358e-03;0,03769941730242776;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2018;[65,70);6586,7574410385760;3915876;1,68206486646630e-03;0,03795852235904083;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2018;[65,70);24062,1511738313093;3915876;6,14476841805800e-03;0,05341894437481218;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2018;[65,70);2186,7775529505125;3915876;5,58438917103226e-04;0,02620986614246934;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2018;[65,70);6700,5024133459265;3915876;1,71111199980437e-03;0,02833647082136134;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2018;[65,70);3110,3658652943341;3915876;7,94296312062571e-04;0,03195704972516937;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2018;[65,70);4943,4579836537432;3915876;1,26241433172392e-03;0,03799885430590032;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2018;[70,75);1221,4173227916101;3263563;3,74258846172606e-04;0,06417562491905193;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2018;[70,75);9713,8387530951386;3263563;2,97645204124913e-03;0,07272134355127996;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2018;[70,75);11783,5145069493246;3263563;3,61062878423040e-03;0,06790667530784186;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2018;[70,75);38861,0784897163030;3263563;1,19075619161378e-02;0,08627315883731214;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2018;[70,75);3709,7119201839050;3263563;1,13670608478645e-03;0,04446316577740335;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2018;[70,75);11192,8847132028550;3263563;3,42965179872515e-03;0,04733478648568314;FALSE;TRUE;TRUE
APAetab;GIR3;établissement;2018;[70,75);4883,2744085121049;3263563;1,49630156013906e-03;0,05017256806851592;FALSE;TRUE;TRUE
APAetab;GIR4;établissement;2018;[70,75);6514,6826945386629;3263563;1,99618720231191e-03;0,05007637960664502;FALSE;TRUE;TRUE
APAdom;GIR1;domicile;2018;[75,80);2029,9438250633523;2177629;9,32180745693299e-04;0,10665716876052325;FALSE;TRUE;TRUE
APAdom;GIR2;domicile;2018;[75,80);14874,5305239748086;2177629;6,83060820919211e-03;0,11135616638204021;FALSE;TRUE;TRUE
APAdom;GIR3;domicile;2018;[75,80);17725,8785701980596;2177629;8,13999013155963e-03;0,10215165262475696;FALSE;TRUE;TRUE
APAdom;GIR4;domicile;2018;[75,80);54868,3959441334518;2177629;2,51963929320070e-02;0,12181004805848133;FALSE;TRUE;TRUE
APAetab;GIR1;établissement;2018;[75,80);5623,1422790156030;2177629;2,58223153669225e-03;0,06739679865206402;FALSE;TRUE;TRUE
APAetab;GIR2;établissement;2018;[75,80);17325,2501212213756;2177629;7,95601552019255e-03;0,07326860200138711;FALSE;TRUE;TRUE
